"	thanh cua","8","3","3","3","9","1","2","3","3","1","6","4","5","5","7","5","1","1","5","0","8","4","11","6","2","1","3","8","2","2","2","4","0","3","2","4","2","5","6","2","7","6","5","7","2","5","2","2","5","1","6","5","4","11","4","7","5","1","4","8","8","0","11","6","1","0","1","5","4","3","12","10","5","2","2","5","6","7","2","2","2","3","5","3","1","12","5","7","7","3","3"
"	bia leffe nâu","1","5","5","8","0","0","12","7","10","0","7","1","6","14","6","2","0","0","16","17","1","9","8","6","5","6","4","2","11","2","13","2","0","0","3","0","1","1","5","12","0","16","0","9","5","2","11","3","5","2","10","0","3","7","3","5","10","5","1","2","5","4","1","1","1","5","3","8","5","0","5","12","6","7","10","5","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	trà","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","12","0","0","0","0","14","4","0","0","0","0","0","0","30","4","54","13","49","10","0","0","0","0","0","74","15","0","0","56","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	sprite","6","3","2","1","0","1","6","4","11","0","4","0","11","22","12","5","6","5","1","2","4","2","15","5","4","0","0","4","0","8","9","4","5","9","4","2","3","7","7","31","6","3","4","11","1","7","11","1","5","12","0","0","0","0","8","6","4","5","0","5","7","11","4","4","5","3","5","2","5","0","2","7","10","0","0","10","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	muối tôm","6","13","9","16","4","35","10","4","7","7","4","0","1","6","1","6","2","13","5","0","1","18","4","6","16","5","2","1","0","10","1","8","4","2","8","1","0","5","6","0","0","2","3","7","5","5","5","4","0","7","4","4","8","14","2","11","1","6","3","3","3","1","7","2","2","0","0","1","4","0","5","0","1","5","5","7","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	nấm","6","2","13","12","7","6","3","1","0","3","1","0","7","4","1","1","5","1","3","0","7","3","2","1","12","10","4","4","1","0","1","0","5","4","3","3","3","1","15","6","5","4","4","1","1","6","3","12","5","5","3","3","3","1","8","2","5","6","10","6","4","8","9","13","2","1","3","3","5","6","6","4","1","0","4","4","6","0","0","6","2","8","5","6","0","1","6","10","4","5","2"
"	hải sản","5","5","7","8","3","12","7","3","12","6","4","1","8","2","10","1","7","0","9","5","1","6","3","6","1","5","2","3","7","1","14","1","3","4","1","4","6","1","7","0","4","5","5","11","3","0","8","3","7","1","3","1","9","5","10","2","8","4","6","4","12","8","2","0","1","5","4","5","1","4","0","2","2","1","7","0","9","5","0","1","3","2","3","4","3","5","2","4","2","0","0"
"	bánh pía","13","34","19","0","0","0","0","0","0","0","0","0","20","7","33","5","0","0","0","0","0","28","12","0","0","0","0","26","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","9","42","14","0","18","2","0","0","34","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	afc","1","9","3","10","8","6","6","3","9","3","7","5","7","4","3","11","1","5","0","2","4","6","1","3","15","0","1","10","3","2","7","1","4","0","20","8","6","3","5","3","0","0","7","38","18","13","0","0","10","6","4","16","3","0","7","3","5","0","15","0","0","0","3","6","7","0","1","3","0","0","2","3","0","0","0","5","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0"
"	chanh muối","0","4","2","3","0","2","5","4","1","1","3","2","10","10","1","2","4","5","3","13","2","6","4","5","4","4","9","8","13","13","8","10","12","2","6","1","10","3","18","15","4","7","8","7","10","4","2","0","1","1","0","0","0","0","7","10","9","14","0","1","1","4","4","11","3","1","0","6","0","0","9","5","4","10","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	bánh oreo","13","0","21","8","0","7","17","3","5","8","11","1","2","5","11","4","16","1","0","0","0","7","4","1","19","0","7","7","10","0","26","13","5","0","20","3","5","9","5","8","0","0","0","4","22","1","15","0","0","4","0","0","3","3","6","0","0","8","0","6","0","0","6","11","4","0","0","4","0","0","0","1","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	bột ngọt","18","5","0","0","0","0","0","5","13","1","0","0","4","33","24","5","6","5","0","0","0","16","3","13","2","0","7","8","3","0","0","27","5","0","16","4","12","1","0","23","4","0","0","0","0","0","16","1","0","0","0","0","0","0","0","0","0","0","0","0","17","5","16","3","10","5","0","13","15","0","0","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	phô mai sợi","0","3","2","3","4","0","3","1","1","6","1","2","2","2","2","4","2","2","3","2","20","1","2","0","1","8","2","5","2","1","0","2","4","5","0","8","9","7","7","9","4","3","3","5","3","2","4","6","2","8","0","24","3","7","11","2","0","1","2","5","3","3","5","4","5","1","0","0","6","8","1","1","14","1","6","21","1","1","8","4","8","4","1","8","11","3","8","5","6","2","0"
"	bia tuyết edelweiss","8","3","2","0","0","0","0","10","13","0","3","0","17","45","18","0","0","0","0","0","0","0","0","1","2","0","9","8","5","0","0","0","0","0","8","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","11","0","15","43","2","42","22","5","25","14","36","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	ps","6","4","1","3","0","0","7","0","0","0","0","0","14","8","0","0","7","7","1","0","0","7","23","4","11","1","11","10","6","2","7","12","0","0","14","2","6","3","2","3","0","3","0","13","12","6","8","6","11","4","4","5","8","4","6","0","0","6","3","0","0","7","8","5","7","2","0","4","9","1","5","8","5","9","3","13","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	heniken","0","0","0","0","0","0","0","0","0","0","0","0","11","16","0","0","0","0","0","0","0","21","8","0","0","0","0","10","1","0","14","0","0","0","6","1","0","0","0","0","0","0","0","11","48","13","2","0","0","5","0","0","0","0","0","0","0","4","5","10","11","2","11","6","9","0","0","19","0","0","7","21","22","32","0","33","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	quaker","6","0","0","0","0","0","7","0","0","1","3","3","11","13","6","7","10","3","15","4","0","1","16","1","0","5","3","1","4","0","4","4","1","0","13","19","7","2","10","5","11","28","9","24","22","12","8","0","0","28","5","0","6","0","0","0","0","0","0","0","0","0","16","0","0","0","0","12","6","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	bánh chocopie","8","4","9","5","0","0","10","9","10","0","2","0","3","10","0","15","16","0","0","0","5","6","0","12","0","0","0","9","3","1","0","18","8","0","0","0","6","10","0","9","0","0","0","10","15","11","9","0","13","3","0","0","4","9","6","6","0","0","8","8","4","9","1","5","10","2","0","9","0","0","21","5","15","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	xương tuỷ bò","8","12","8","1","2","5","3","1","1","0","2","2","5","2","3","8","1","7","6","9","4","2","2","2","1","1","8","0","0","0","4","3","2","0","3","3","2","12","3","8","6","5","5","6","3","5","4","3","3","1","6","1","3","8","3","6","2","0","6","3","4","4","2","7","9","6","4","3","5","6","8","9","4","9","3","7","0","1","4","8","8","4","7","4","5","7","1","1","4","7","0"
"	vú heo","3","4","5","4","7","2","1","2","2","12","3","8","3","2","7","4","3","5","10","11","5","4","2","4","5","1","3","1","7","2","7","0","5","7","2","1","2","3","5","3","12","5","5","1","5","2","20","0","7","5","2","5","2","8","10","5","4","4","4","0","3","2","6","6","1","2","15","2","1","4","1","0","2","0","4","1","1","0","1","0","3","2","0","8","2","1","6","15","7","4","0"
"	axe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","19","12","13","12","10","10","12","0","9","10","8","14","5","17","11","9","19","18","14","6","20","8","4","4","0","0","8","6","10","12","2","25","5","11","0","0","0","0","0","0","0","0","0","10","13","2","0"
"	soffell","4","3","6","1","0","0","0","14","0","3","0","2","1","0","8","1","0","0","7","0","1","0","3","5","6","0","4","11","1","4","1","3","0","0","2","3","3","3","1","16","0","0","3","6","10","0","11","9","38","10","21","3","8","8","4","12","10","0","12","4","3","1","9","4","0","5","2","6","2","5","1","1","0","0","4","4","2","0","0","1","2","0","0","6","7","4","1","14","2","0","0"
"	milo ít đường","15","2","15","3","4","2","9","4","2","1","2","0","2","9","4","7","4","0","4","0","2","3","5","9","1","11","8","11","17","5","2","8","3","2","3","2","8","0","1","9","6","0","0","3","22","2","0","8","3","8","2","4","10","2","8","2","1","11","12","1","10","1","1","3","4","0","0","2","1","7","4","5","3","3","9","4","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	mì cung đình","9","7","6","4","2","9","1","4","3","5","9","10","3","6","6","5","5","2","10","14","12","4","5","3","6","3","2","4","2","10","4","0","18","4","9","12","5","3","5","0","0","10","1","0","0","4","5","1","0","1","6","0","4","2","7","11","5","7","2","3","6","2","6","9","1","0","0","1","7","0","6","7","10","0","2","6","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	cá trích ép trứng","0","5","5","0","1","2","6","1","3","8","1","3","4","1","4","2","1","13","0","8","14","3","2","3","3","6","5","0","1","5","6","5","3","2","4","0","0","2","2","6","7","1","1","1","5","0","1","1","1","5","14","10","8","13","3","4","9","14","3","3","3","6","4","9","11","1","6","9","18","4","1","2","8","2","2","0","3","4","4","2","3","1","0","1","1","9","5","5","1","0","0"
"	cam","11","3","0","0","0","39","2","11","6","0","0","0","0","0","0","7","0","0","0","0","0","0","7","1","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","1","0","0","5","5","0","0","0","9","5","0","0","0","0","0","0","5","12","1","0","0","7","11","6","45","5","10","11","21","13","8","9","16","6","5","13","8","12","0"
"	sườn non","6","0","0","5","0","3","0","4","1","4","6","5","11","5","3","3","1","1","8","2","0","4","2","1","1","1","1","0","1","4","0","0","3","5","1","0","0","1","5","1","23","2","5","2","2","3","6","1","3","5","2","10","1","0","4","3","6","6","2","5","8","10","1","4","5","1","13","1","6","3","3","7","4","4","5","6","18","6","2","3","12","8","5","11","9","5","7","2","4","1","3"
"	mì koreno","11","2","2","1","4","4","6","0","12","3","6","4","8","3","7","2","2","9","8","2","4","9","12","8","2","0","6","4","0","1","3","2","1","0","9","0","3","3","2","3","0","0","3","0","4","4","8","5","4","3","3","1","0","10","5","0","2","7","11","9","0","1","5","6","2","1","2","3","4","11","5","0","4","4","6","11","11","0","2","3","3","2","1","11","1","1","0","6","9","4","1"
"	nabati","0","4","6","0","3","4","1","5","0","1","5","2","2","4","2","5","1","10","0","6","5","6","2","0","10","4","3","3","0","8","7","3","12","0","2","4","3","8","1","13","3","10","7","2","4","5","3","0","1","8","3","4","0","3","4","9","9","13","10","1","5","1","0","4","3","6","4","3","2","7","0","3","4","1","1","7","11","2","0","5","1","4","0","6","13","5","8","1","3","2","0"
"	bạch tuộc","4","0","6","5","2","4","4","2","2","9","4","7","6","1","2","3","3","3","12","3","1","2","1","7","3","18","3","4","2","2","1","3","2","5","1","0","3","1","6","6","3","4","3","8","6","9","9","0","1","10","0","11","0","1","1","14","3","3","12","5","1","0","2","3","4","9","12","2","2","3","1","0","2","2","10","0","2","8","4","1","2","2","9","0","2","11","2","4","7","3","0"
"	ofelia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","205","8","0","0","0","0","0","0","0","0","6","2","0","0","0","19","26","3","13","0","10","1","7","0","0","0","0","0","0","0","11","2","11","0","7","8","5","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	việt quất","13","4","2","4","0","0","0","10","7","24","3","0","6","9","9","3","14","0","5","2","4","15","1","3","3","6","4","4","2","8","1","7","4","5","10","8","8","0","0","18","4","5","2","7","4","4","10","7","4","0","0","1","6","3","3","4","0","20","2","9","1","1","11","3","1","0","2","0","4","2","2","0","2","3","0","6","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	đậu hũ phô mai","8","3","7","3","7","6","0","9","1","1","6","0","8","11","10","2","0","3","1","3","4","2","2","9","1","13","5","4","6","12","0","1","6","2","1","3","3","11","1","4","0","7","3","8","3","5","12","4","11","12","8","1","6","0","1","8","0","1","7","3","4","1","2","1","0","3","0","3","0","0","2","2","2","15","0","2","1","5","8","0","3","0","4","1","4","9","0","0","2","8","1"
"	bánh sữa chua","3","9","6","1","3","13","5","5","16","4","3","7","9","4","7","2","9","4","0","0","5","13","3","1","3","4","6","10","3","0","6","14","1","0","7","0","8","4","4","7","5","0","0","3","5","13","10","0","7","6","1","0","4","10","7","0","0","5","13","0","5","1","4","6","10","0","0","5","0","0","4","6","1","0","5","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	phô mai que","2","6","6","7","3","3","4","12","1","4","13","2","5","4","7","1","0","11","1","0","1","0","1","2","3","17","1","0","9","2","2","1","2","3","1","0","6","1","5","3","2","12","6","5","7","5","0","1","3","2","1","29","0","2","2","8","7","2","1","0","2","7","8","10","15","8","1","2","3","6","0","2","0","0","9","0","4","4","7","0","5","2","0","1","8","0","2","4","3","1","0"
"	ion life","12","0","1","7","17","0","1","2","14","9","4","7","10","4","8","0","6","0","13","25","4","1","4","2","3","2","1","1","0","9","3","8","9","4","6","2","3","2","0","19","6","11","5","3","1","4","2","1","10","5","7","5","5","2","1","0","1","1","2","0","0","4","2","3","2","1","0","3","2","5","2","2","2","0","3","9","1","5","2","1","0","0","7","0","3","2","1","0","3","1","0"
"	bigc thăng long","8","6","8","3","5","2","8","11","3","7","7","3","4","4","2","3","3","1","0","0","7","1","0","3","11","11","5","14","1","5","10","1","0","1","8","2","2","1","5","0","3","5","3","6","4","0","8","14","7","5","6","3","0","0","0","1","10","0","4","4","0","1","1","3","5","8","7","2","9","4","4","2","4","9","1","8","7","3","2","2","2","2","3","1","3","0","2","0","3","4","0"
"	thịt hộp","6","2","2","19","0","2","3","3","3","4","2","4","5","10","3","13","3","0","0","0","9","12","7","3","4","0","0","3","11","0","0","12","0","0","2","0","2","16","9","6","0","0","0","5","21","5","10","0","10","4","0","0","0","3","1","9","3","8","0","12","7","5","10","6","2","5","0","2","1","0","14","2","11","13","0","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	coop mart","2","9","10","4","2","5","5","4","4","3","2","3","3","9","8","5","2","6","2","3","7","2","2","1","4","2","3","2","6","5","4","5","6","4","3","1","5","0","9","0","2","2","0","1","3","11","5","2","7","9","8","2","1","0","0","1","1","3","1","2","1","0","0","8","6","1","2","6","2","0","2","8","2","0","0","6","4","12","4","1","6","6","6","5","19","1","4","5","5","15","0"
"	sữa kun trái cây","3","4","5","1","0","1","2","4","16","7","8","6","4","11","14","0","7","6","6","2","5","5","4","14","5","7","12","19","2","0","7","3","5","0","4","1","0","3","4","1","1","6","0","0","2","4","2","3","0","4","17","8","1","3","2","6","9","11","0","11","4","4","2","1","4","0","0","7","4","0","0","2","2","0","12","5","7","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	yến","43","2","0","13","0","0","0","34","22","2","0","0","23","39","5","13","2","0","0","0","0","37","6","0","0","0","0","32","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","7","20","1","0","0","37","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	sìn sú","13","23","16","0","0","0","0","0","0","0","0","0","3","8","0","0","12","5","0","0","13","1","19","15","14","9","9","12","6","1","18","5","0","0","0","0","0","0","14","3","0","0","10","6","5","1","12","0","11","0","1","9","15","1","9","5","0","0","0","0","7","2","0","0","7","1","0","0","0","0","0","0","0","0","0","10","0","3","5","0","0","0","0","0","10","7","0","1","0","0","0"
"	chin su","7","11","0","9","8","16","4","25","5","10","0","8","16","1","3","17","7","17","1","8","2","8","11","9","8","22","3","1","0","9","5","9","25","4","0","0","2","3","13","7","27","0","0","0","1","3","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
